title,title_KO,title_ORG,type,genres,genres_KO,releaseYear,length,ratings,production_countries,imdbAverageRating,imdbNumVotes,isAvaliableInDifferentPlatform,platforms,director,best_rank,top10_period,top100_period,top1000_period,length_in_minutes
orenji-ijeu-deo-nyu-beulraeg,오렌지 이즈 더 뉴 블랙,Orange Is the New Black,tv,"Comedy, Dramas, Crime","코미디, 드라마, 범죄",2013,59분,19,미국,8.0,325k,False,"Netflix, Netflix basic with Ads",N/A,1,36 DAYS,591 DAYS,2139 DAYS,59.0
ggeutsarang,끝사랑,N/A,tv,Reality-TV,Reality TV,2024,N/A,15,대한민국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,31,0 DAYS,1 DAYS,13 DAYS,
big-mouth,빅 마우스,Big Mouth,tv,"Comedy, Anime, Romance","코미디, 애니메이션, 로맨스",2017,27분,19,미국,7.8,91k,False,"Netflix, Netflix basic with Ads",N/A,11,0 DAYS,121 DAYS,1091 DAYS,27.0
the-rain,레인,The Rain,tv,"Sci-Fi, Dramas, Thriller","SF, 드라마, 스릴러",2018,43분,19,덴마크,7.3,616,False,Netflix,N/A,1,11 DAYS,62 DAYS,906 DAYS,43.0
solrojiog,솔로지옥,N/A,tv,Reality-TV,Reality TV,2021,1시간 12분,15,대한민국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,2,5 DAYS,33 DAYS,567 DAYS,72.0
yeonae-bbajin-romaenseu,연애 빠진 로맨스,N/A,movie,"Romance, Comedy, Dramas","로맨스, 코미디, 드라마",2021,1시간 35분,15,대한민국,6.5,760,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Jeong Ga-young,1,14 DAYS,74 DAYS,366 DAYS,95.0
memento,메멘토,Memento,movie,Thriller,스릴러,2000,1시간 53분,15,미국,N/A,N/A,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Christopher Nolan,6,3 DAYS,369 DAYS,2814 DAYS,113.0
jiogeseo-on-pansa,지옥에서 온 판사,N/A,tv,"Comedy, Dramas, Sci-Fi, Crime, Horror, Romance, Fantasy","코미디, 드라마, SF, 범죄, 공포, 로맨스, 판타지",2024,1시간 5분,15,대한민국,7.8,829,True,"Naver Store, Disney Plus, wavve",Park Jin-pyo,1,17 DAYS,39 DAYS,44 DAYS,65.0
minari,미나리,Minari,movie,Dramas,드라마,2021,1시간 55분,N/A,미국,7.4,101k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Lee Isaac Chung,1,72 DAYS,211 DAYS,887 DAYS,115.0
jack-reacher,잭 리처,Jack Reacher,movie,"Dramas, Thriller, Action, Crime","드라마, 스릴러, 액션, 범죄",2012,2시간 10분,N/A,미국,7.0,373k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Christopher McQuarrie,8,2 DAYS,74 DAYS,1281 DAYS,130.0
the-day-after-tomorrow,투모로우,The Day After Tomorrow,movie,"Sci-Fi, Thriller, Action, Dramas, Romance","SF, 스릴러, 액션, 드라마, 로맨스",2004,2시간 4분,N/A,미국,6.5,488k,True,"wavve, Disney Plus, Netflix, Naver Store, Netflix basic with Ads",Roland Emmerich,31,0 DAYS,25 DAYS,1238 DAYS,124.0
a-moment-to-remember,내 머리 속의 지우개,N/A,movie,"Dramas, Romance","드라마, 로맨스",2004,1시간 57분,N/A,대한민국,8.1,26k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",John H. Lee,26,0 DAYS,7 DAYS,168 DAYS,117.0
keulrobeopildeu-paereodogseu,클로버필드 패러독스,God Particle,movie,"Thriller, Horror, Sci-Fi, Action","스릴러, 공포, SF, 액션",2018,1시간 42분,15,미국,5.5,115k,False,"Netflix, Netflix basic with Ads",Julius Onah,1,7 DAYS,26 DAYS,263 DAYS,102.0
kalribeure,아무 일도 없었다,Calibre,movie,"Thriller, Dramas","스릴러, 드라마",2018,1시간 41분,N/A,영국,6.8,34k,False,"Netflix, Netflix basic with Ads",Matt Palmer,1,2 DAYS,16 DAYS,243 DAYS,101.0
baedeu-gaijeu-coeagyi-keuriseumaseu,배드 가이즈: 최악의 크리스마스,The Bad Guys: A Very Bad Holiday,movie,"Action, Anime","액션, 애니메이션",2023,25분,N/A,미국,N/A,N/A,False,"Netflix, Netflix basic with Ads",Bret Haaland,19,0 DAYS,2 DAYS,8 DAYS,25.0
lockwood-and-co,록우드 심령 회사,Lockwood & Co.,tv,"Action, Dramas, Fantasy, Horror, Thriller, Sci-Fi","액션, 드라마, 판타지, 공포, 스릴러, SF",2023,43분,15,영국,7.4,28k,False,"Netflix, Netflix basic with Ads",N/A,1,5 DAYS,35 DAYS,218 DAYS,43.0
seuta-teureg,스타 트렉,Star Trek,tv,"Sci-Fi, Dramas, Action","SF, 드라마, 액션",1966,50분,12,미국,8.4,95k,False,"Netflix, Netflix basic with Ads",N/A,4,3 DAYS,111 DAYS,2426 DAYS,50.0
knives-out-2,나이브스 아웃: 글래스 어니언,Glass Onion: A Knives Out Mystery,movie,"Comedy, Crime, Thriller, Dramas","코미디, 범죄, 스릴러, 드라마",2022,2시간 20분,15,미국,7.1,459k,False,"Netflix, Netflix basic with Ads",Rian Johnson,2,39 DAYS,179 DAYS,535 DAYS,140.0
heunhaebbajin-jigeobeuro-segyecoegang,흔해빠진 직업으로 세계최강,ありふれた職業で世界最強,tv,"Sci-Fi, Romance, Anime, Action, Fantasy","SF, 로맨스, 애니메이션, 액션, 판타지",2019,23분,19,일본,N/A,N/A,True,"Watcha, Netflix basic with Ads, Crunchyroll, Netflix",N/A,14,0 DAYS,3 DAYS,91 DAYS,23.0
gus-dagteo,굿 닥터,The Good Doctor,tv,Dramas,드라마,2017,43분,15,미국,8.0,119k,True,"Netflix, Netflix basic with Ads, Amazon Prime Video",N/A,1,287 DAYS,2295 DAYS,2602 DAYS,43.0
doraemong,신 도라에몽,ドラえもん,tv,"Anime, Comedy, Sci-Fi, Family, Action, Dramas","애니메이션, 코미디, SF, 가족, 액션, 드라마",2005,18분,ALL,일본,N/A,N/A,True,"Watcha, Netflix basic with Ads, Netflix, Naver Store",Zenso Ichiro,1,5 DAYS,15 DAYS,419 DAYS,18.0
geu-yeojayi-jib-geonneopyeon-canggae-wen-sonyeoga-issda,그 여자의 집 건너편 창가에 웬 소녀가 있다,The Woman in the House Across the Street from the Girl in the Window,tv,"Comedy, Thriller, Crime, Dramas","코미디, 스릴러, 범죄, 드라마",2022,26분,19,미국,6.4,56k,False,"Netflix, Netflix basic with Ads",Michael Lehmann,11,0 DAYS,39 DAYS,221 DAYS,26.0
glitch,착오,Glitch,tv,"Dramas, Sci-Fi, Thriller, Horror","드라마, SF, 스릴러, 공포",2015,52분,19,호주,7.2,22k,False,"Netflix, Netflix basic with Ads",N/A,1,17 DAYS,64 DAYS,979 DAYS,52.0
yunhyiege,윤희에게,N/A,movie,"Romance, Dramas","로맨스, 드라마",2019,1시간 46분,N/A,대한민국,N/A,N/A,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Lim Dae-hyung,3,5 DAYS,38 DAYS,348 DAYS,106.0
maengkeu,MANK,N/A,movie,"Dramas, History","드라마, 역사",2020,2시간 11분,15,미국,6.8,84k,False,"Netflix, Netflix basic with Ads",David Fincher,1,6 DAYS,102 DAYS,336 DAYS,131.0
o-balreria,"오, 발레리아",Valeria,tv,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2020,41분,N/A,스페인,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,5,2 DAYS,24 DAYS,354 DAYS,41.0
moduga-guweoneul-baranda,모두가 구원을 바란다,Everything Calls for Salvation,tv,"Comedy, Dramas","코미디, 드라마",2022,48분,19,이탈리아,7.5,2k,False,"Netflix, Netflix basic with Ads",N/A,3,3 DAYS,6 DAYS,202 DAYS,48.0
ranma1-2,란마1/2,らんま1/2,tv,"Comedy, Sci-Fi, Anime, Action, Romance, Fantasy","코미디, SF, 애니메이션, 액션, 로맨스, 판타지",2024,24분,19,일본,7.9,701,False,"Netflix, Netflix basic with Ads",N/A,21,0 DAYS,10 DAYS,30 DAYS,24.0
a-street-cat-named-bob,"내 어깨 위 고양이, 밥",A Street Cat Named Bob,movie,"Family, Dramas","가족, 드라마",2016,1시간 43분,N/A,"영국, 미국",7.3,34k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Roger Spottiswoode,3,4 DAYS,17 DAYS,216 DAYS,103.0
hellboy,헬보이,Hellboy,movie,"Action, Fantasy, Sci-Fi, Horror","액션, 판타지, SF, 공포",2004,2시간 2분,15,"미국, 체코 공화국",6.9,356k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Guillermo del Toro,1,4 DAYS,33 DAYS,595 DAYS,122.0
moonrise-kingdom,문라이즈 킹덤,Moonrise Kingdom,movie,"Comedy, Dramas, Family, Fantasy, Romance","코미디, 드라마, 가족, 판타지, 로맨스",2012,1시간 34분,15,미국,7.8,370k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Wes Anderson,3,2 DAYS,27 DAYS,1787 DAYS,94.0
failure-to-launch,달콤한 백수와 사랑만들기,Failure to Launch,movie,"Romance, Comedy","로맨스, 코미디",2006,1시간 37분,15,미국,5.7,89k,True,"Netflix, Netflix basic with Ads, Naver Store",Tom Dey,48,0 DAYS,4 DAYS,35 DAYS,97.0
gabjagseureobjiman-jeom-cyeodo-doelggayo,갑작스럽지만 점 쳐도 될까요?,突然ですが占ってもいいですか,tv,Reality-TV,Reality TV,2020,54분,12+,일본,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,29,0 DAYS,2 DAYS,3 DAYS,54.0
operation-finale,오퍼레이션 피날레,Operation Finale,movie,"Dramas, History, Thriller, War","드라마, 역사, 스릴러, 전쟁",2018,2시간 4분,N/A,미국,6.6,50k,False,"Netflix, Netflix basic with Ads",Chris Weitz,2,4 DAYS,28 DAYS,284 DAYS,124.0
haiweimaen,하이웨이맨,The Highwaymen,movie,"Dramas, Thriller, Crime, Western","드라마, 스릴러, 범죄, 서부",2019,2시간 13분,N/A,미국,6.9,107k,False,"Netflix, Netflix basic with Ads",John Lee Hancock,3,4 DAYS,32 DAYS,241 DAYS,133.0
sicario,시카리오: 암살자의 도시,Sicario,movie,"Action, Crime, Thriller, Dramas","액션, 범죄, 스릴러, 드라마",2015,2시간 2분,N/A,"미국, 멕시코",7.7,491k,True,"Netflix, wavve, Netflix basic with Ads",Denis Villeneuve,1,26 DAYS,495 DAYS,3190 DAYS,122.0
wasceu-insaideu,왓츠 인사이드,It's What's Inside,movie,"Comedy, Thriller, Sci-Fi","코미디, 스릴러, SF",2024,1시간 43분,N/A,미국,6.6,23k,False,"Netflix, Netflix basic with Ads",Greg Jardin,1,8 DAYS,31 DAYS,35 DAYS,103.0
nyu-mun,뉴 문,The Twilight Saga: New Moon,movie,"Action, Fantasy, Dramas, Romance","액션, 판타지, 드라마, 로맨스",2009,2시간 11분,N/A,미국,4.8,305k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Chris Weitz,20,0 DAYS,6 DAYS,225 DAYS,131.0
slaar,살라르: 1부 – 휴전,Salaar,movie,"Dramas, Thriller, Action, Crime","드라마, 스릴러, 액션, 범죄",2023,2시간 55분,N/A,인도,6.6,71k,False,"Netflix, Netflix basic with Ads",Prashanth Neel,1,1 DAYS,11 DAYS,188 DAYS,175.0
rariga-24si,라리가 24시,LALIGA: Más allá del gol,tv,"Documentary, Sport","다큐멘터리, 스포츠",2024,48분,12,스페인,6.8,385,False,"Netflix, Netflix basic with Ads",N/A,41,0 DAYS,3 DAYS,10 DAYS,48.0
saebyeogyi-hwangdanghan-jeoju,새벽의 황당한 저주,Shaun of the Dead,movie,"Comedy, Horror, Unknown","코미디, 공포, 유럽에서 제작",2004,1시간 40분,N/A,영국,7.9,608k,False,"Netflix, Netflix basic with Ads",Edgar Wright,8,1 DAYS,74 DAYS,2397 DAYS,100.0
ibeon-saengeun-ceoeumira,이번 생은 처음이라,N/A,tv,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2017,1시간 9분,15,대한민국,N/A,N/A,False,"Netflix, Netflix basic with Ads",Park Joon-hwa,11,0 DAYS,11 DAYS,556 DAYS,69.0
from-the-ashes-2024,잿더미 속에서,جرس إنذار,movie,"Thriller, Dramas","스릴러, 드라마",2024,1시간 32분,15,사우디아라비아,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,18,0 DAYS,2 DAYS,7 DAYS,92.0
raipeu,라이프,N/A,tv,"Dramas, Thriller","드라마, 스릴러",2018,1시간 4분,15,대한민국,7.5,998,False,"Netflix, Netflix basic with Ads",Hong Jong-chan,1,16 DAYS,50 DAYS,355 DAYS,64.0
sikeuris-jyujyu-byeolyi-boseog,시크릿 쥬쥬 별의 보석,N/A,tv,Anime,애니메이션,2024,11분,7,대한민국,N/A,N/A,True,"Netflix, Netflix basic with Ads, Watcha",N/A,42,0 DAYS,2 DAYS,2 DAYS,11.0
savi-a-bloody-housewife,SAVI,सावी,movie,"Thriller, Crime, Dramas, Romance, Action","스릴러, 범죄, 드라마, 로맨스, 액션",2024,2시간 3분,15+,인도,6.3,34k,False,"Netflix, Netflix basic with Ads",Abhinay Deo,63,0 DAYS,1 DAYS,14 DAYS,123.0
wonderland-2024-0,원더랜드,N/A,movie,"Dramas, Sci-Fi","드라마, SF",2024,1시간 53분,N/A,대한민국,N/A,N/A,True,"Netflix, Netflix basic with Ads, Naver Store",Kim Tae-yong,4,1 DAYS,1 DAYS,68 DAYS,113.0
geonjeu-akimbo,건즈 아킴보,Guns Akimbo,movie,"Action, Comedy, Thriller, Crime","액션, 코미디, 스릴러, 범죄",2020,1시간 38분,N/A,"독일, 뉴질랜드, 영국, 미국, 벨기에",6.3,72k,True,"Netflix, wavve, Netflix basic with Ads",Jason Lei Howden,4,4 DAYS,32 DAYS,367 DAYS,98.0
the-bad-batch,버려진 자들의 땅,The Bad Batch,movie,"Horror, Sci-Fi, Dramas, Romance, Action","공포, SF, 드라마, 로맨스, 액션",2017,1시간 59분,N/A,미국,5.2,36k,False,"Netflix, Netflix basic with Ads",Ana Lily Amirpour,1,5 DAYS,47 DAYS,336 DAYS,119.0
syupeogeol,슈퍼걸,Supergirl,tv,"Dramas, Sci-Fi, Action","드라마, SF, 액션",2015,42분,15,미국,6.2,131k,True,"Netflix, Netflix basic with Ads, Naver Store",N/A,1,18 DAYS,1041 DAYS,2716 DAYS,42.0
yeseuteodei-2019,예스터데이,Yesterday,movie,"Romance, Comedy, Fantasy, Music","로맨스, 코미디, 판타지, 음악",2019,1시간 56분,N/A,"영국, 미국",6.8,172k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Danny Boyle,2,5 DAYS,285 DAYS,1384 DAYS,116.0
troll-factory,댓글부대,N/A,movie,"Dramas, Crime","드라마, 범죄",2024,1시간 49분,15,대한민국,5.9,357,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",N/A,N/A,N/A,N/A,N/A,109.0
blue-box,푸른 상자,アオのハコ,tv,"Anime, Comedy, Dramas, Romance, Sport","애니메이션, 코미디, 드라마, 로맨스, 스포츠",2024,24분,12,일본,7.9,786,False,"Netflix, Netflix basic with Ads",N/A,33,0 DAYS,5 DAYS,30 DAYS,24.0
al-i-ssi,알.이.씨,[REC],movie,"Thriller, Horror, Unknown","스릴러, 공포, 유럽에서 제작",2007,1시간 18분,N/A,스페인,7.4,202k,True,"Netflix, wavve, Netflix basic with Ads","Jaume Balagueró , Paco Plaza",5,1 DAYS,13 DAYS,354 DAYS,78.0
naibeuseu-aus,나이브스 아웃,Knives Out,movie,"Comedy, Crime, Thriller, Dramas","코미디, 범죄, 스릴러, 드라마",2019,2시간 11분,N/A,미국,7.9,794k,True,"wavve, FilmBox+, Netflix, Naver Store, Watcha, Netflix basic with Ads",Rian Johnson,1,229 DAYS,1126 DAYS,1816 DAYS,131.0
as-if-its-true,AS IF IT'S TRUE,N/A,movie,"Romance, Dramas","로맨스, 드라마",2023,1시간 40분,N/A,필리핀 제도,5.6,53,False,"Netflix, Netflix basic with Ads",N/A,96,0 DAYS,1 DAYS,9 DAYS,100.0
deo-king,더 킹,N/A,movie,"Action, Documentary, Dramas, Crime","액션, 다큐멘터리, 드라마, 범죄",2017,2시간 14분,15,대한민국,N/A,N/A,True,"Netflix, Netflix basic with Ads, Naver Store",Han Jae-rim,22,0 DAYS,5 DAYS,243 DAYS,134.0
ninjateoteul-eodumyi-hieoro,닌자터틀: 어둠의 히어로,Teenage Mutant Ninja Turtles: Out of the Shadows,movie,"Action, Sci-Fi, Comedy, Crime, Fantasy","액션, SF, 코미디, 범죄, 판타지",2016,1시간 52분,N/A,미국,5.9,102k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Dave Green,5,1 DAYS,31 DAYS,330 DAYS,112.0
supeo-sonig,수퍼 소닉,Sonic the Hedgehog,movie,"Comedy, Fantasy, Sci-Fi, Action, Family","코미디, 판타지, SF, 액션, 가족",2020,1시간 40분,N/A,"일본, 미국",6.5,166k,True,"Netflix, wavve, Naver Store",Jeff Fowler,3,9 DAYS,198 DAYS,1062 DAYS,100.0
strained,STRAINED,N/A,movie,Dramas,드라마,2023,1시간 42분,12+,나이지리아,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,9,1 DAYS,3 DAYS,16 DAYS,102.0
bogmyeond,복면 D,覆面D,tv,Dramas,드라마,2022,50분,15,일본,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,5,1 DAYS,2 DAYS,7 DAYS,50.0
agmae-ibmunhaessseubnida-iruma-gun,마계학교 이루마군,魔入りました！入間くん,tv,"Action, Anime, Comedy, Sci-Fi, Dramas, Fantasy","액션, 애니메이션, 코미디, SF, 드라마, 판타지",2019,24분,12,일본,N/A,N/A,True,"Netflix, Netflix basic with Ads, Watcha, Naver Store",N/A,2,3 DAYS,21 DAYS,416 DAYS,24.0
the-addams-family,아담스 패밀리,The Addams Family,movie,"Comedy, Fantasy","코미디, 판타지",1991,1시간 40분,N/A,미국,6.9,187k,True,"Netflix, Netflix basic with Ads, Naver Store",Barry Sonnenfeld,1,12 DAYS,157 DAYS,1055 DAYS,100.0
baby-reindeer,베이비 레인디어,Baby Reindeer,tv,Dramas,드라마,2024,33분,19,영국,7.7,151k,False,"Netflix, Netflix basic with Ads",N/A,1,43 DAYS,104 DAYS,207 DAYS,33.0
merpeople,머피플: 우리의 직업은 인어,MerPeople,tv,Documentary,다큐멘터리,2023,44분,15,미국,6.4,715,False,"Netflix, Netflix basic with Ads",N/A,3,1 DAYS,6 DAYS,139 DAYS,44.0
derry-girls,데리 걸스,Derry Girls,tv,"Dramas, Comedy","드라마, 코미디",2018,26분,19,영국,8.5,64k,False,"Netflix, Netflix basic with Ads",N/A,1,10 DAYS,92 DAYS,1450 DAYS,26.0
nabbeun-nomdeul,나쁜 놈들,Crooks,tv,"Dramas, Crime, Action, Thriller","드라마, 범죄, 액션, 스릴러",2024,51분,19,독일,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,14,0 DAYS,7 DAYS,41 DAYS,51.0
junggyeongsamrim,중경삼림,重慶森林,movie,"Comedy, Dramas, Romance, Crime","코미디, 드라마, 로맨스, 범죄",1994,1시간 37분,15,"네덜란드, 홍콩",8.0,100k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Wong Kar-wai,1,44 DAYS,199 DAYS,2119 DAYS,97.0
on-my-block,굿 키즈 온 더 블록,On My Block,tv,"Comedy, Dramas","코미디, 드라마",2018,29분,19,미국,7.8,20k,False,"Netflix, Netflix basic with Ads",N/A,4,5 DAYS,15 DAYS,608 DAYS,29.0
king-of-collectibles-the-goldin-touch,희귀 소장품의 왕: 골딘 터치,King of Collectibles: The Goldin Touch,tv,Reality-TV,Reality TV,2023,38분,N/A,미국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,17,0 DAYS,6 DAYS,18 DAYS,38.0
seumuldaseos-seumulhana,스물다섯 스물하나,N/A,tv,"Dramas, Family, Romance","드라마, 가족, 로맨스",2022,1시간 17분,15,대한민국,8.6,15k,False,"Netflix, Netflix basic with Ads",N/A,1,10 DAYS,34 DAYS,364 DAYS,77.0
gyedan-anaega-jugeossda,계단: 아내가 죽었다,Soupçons,tv,"Documentary, Crime, Dramas","다큐멘터리, 범죄, 드라마",2004,49분,19,프랑스,7.8,28k,False,"Netflix, Netflix basic with Ads",Jean-Xavier de Lestrade,26,0 DAYS,26 DAYS,465 DAYS,49.0
byeorang-wiyi-ponyo,벼랑 위의 포뇨,崖の上のポニョ,movie,"Fantasy, Family, Anime, Comedy","판타지, 가족, 애니메이션, 코미디",2008,1시간 40분,N/A,일본,7.6,169k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Hayao Miyazaki,15,0 DAYS,7 DAYS,140 DAYS,100.0
bihaindeu-heo-aijeu,BEHIND HER EYES,N/A,tv,"Dramas, Thriller","드라마, 스릴러",2021,50분,N/A,영국,7.2,80k,False,"Netflix, Netflix basic with Ads",N/A,2,8 DAYS,56 DAYS,425 DAYS,50.0
beverly-hills-cop-iii,비버리 힐스 캅 3,Beverly Hills Cop III,movie,"Crime, Action, Comedy, Thriller","범죄, 액션, 코미디, 스릴러",1994,1시간 45분,15,미국,5.5,96k,True,"Netflix, wavve, Naver Store",John Landis,38,0 DAYS,8 DAYS,60 DAYS,105.0
nabbeun-gieog-jiugae,나쁜 기억 지우개,N/A,tv,Dramas,드라마,2024,1시간 1분,15,대한민국,N/A,N/A,True,"Netflix, wavve, Netflix basic with Ads",N/A,N/A,N/A,N/A,N/A,61.0
beulraeg-peang,블랙 페앙,ブラックペアン,tv,Dramas,드라마,2018,53분,15+,일본,7.0,205,True,"Netflix, Netflix basic with Ads, Watcha",Masaki Nishiura,4,2 DAYS,7 DAYS,131 DAYS,53.0
disturbia,디스터비아,Disturbia,movie,"Dramas, Thriller, Horror, Crime, Unknown","드라마, 스릴러, 공포, 범죄, 유럽에서 제작",2007,1시간 45분,12+,미국,6.8,261k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",D. J. Caruso,3,4 DAYS,26 DAYS,179 DAYS,105.0
mr-deeds,미스터 디즈,Mr. Deeds,movie,"Comedy, Romance","코미디, 로맨스",2002,1시간 36분,N/A,미국,5.8,155k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Steven Brill,55,0 DAYS,2 DAYS,66 DAYS,96.0
seutating-5,스타팅 5,Starting 5,tv,"Documentary, Reality-TV, Sport","다큐멘터리, Reality TV, 스포츠",2024,46분,15,미국,7.2,943,False,"Netflix, Netflix basic with Ads",N/A,12,0 DAYS,3 DAYS,13 DAYS,46.0
the-gray-man,그레이 맨,The Gray Man,movie,"Action, Thriller","액션, 스릴러",2022,2시간 9분,15,미국,6.5,249k,False,"Netflix, Netflix basic with Ads","Anthony Russo , Joe Russo",1,12 DAYS,82 DAYS,316 DAYS,129.0
akein,아케인,Arcane,tv,"Fantasy, Sci-Fi, Anime, Action, Dramas, Thriller","판타지, SF, 애니메이션, 액션, 드라마, 스릴러",2021,41분,15,"프랑스, 미국",9.0,293k,False,"Netflix, Netflix basic with Ads",N/A,1,18 DAYS,150 DAYS,1072 DAYS,41.0
baki,격투맨 바키,Baki,tv,"Dramas, Sport, Anime, Action, Crime","드라마, 스포츠, 애니메이션, 액션, 범죄",2018,24분,N/A,"일본, 미국",N/A,N/A,False,"Netflix, Netflix basic with Ads",Toshiki Hirano,1,6 DAYS,29 DAYS,461 DAYS,24.0
hwanhon,환혼,N/A,tv,"Sci-Fi, Dramas, Action, Fantasy, Romance, Thriller","SF, 드라마, 액션, 판타지, 로맨스, 스릴러",2022,1시간 20분,15,대한민국,8.7,20k,False,"Netflix, Netflix basic with Ads",N/A,1,7 DAYS,53 DAYS,564 DAYS,80.0
don-rug-eob,돈 룩 업,Don't Look Up,movie,"Sci-Fi, Dramas, Comedy","SF, 드라마, 코미디",2021,2시간 18분,15,미국,7.2,620k,False,"Netflix, Netflix basic with Ads",Adam McKay,1,28 DAYS,155 DAYS,642 DAYS,138.0
honeymoonish,허니문처럼,شهر زي العسل,movie,"Romance, Comedy","로맨스, 코미디",2024,1시간 40분,N/A,"쿠웨이트, 레바논",N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,24,0 DAYS,2 DAYS,7 DAYS,100.0
the-bourne-supremacy,본 슈프리머시,The Bourne Supremacy,movie,"Thriller, Action, Dramas, Unknown","스릴러, 액션, 드라마, 유럽에서 제작",2004,1시간 48분,15,"미국, 독일, 러시아",7.7,494k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Paul Greengrass,10,1 DAYS,44 DAYS,481 DAYS,108.0
